,dm_host,dm_igm_slope,freq_max,freq_min,in_par,lum_bol_max,lum_bol_min,lum_bol_slope,n_day,rep,si_mean,si_sigma,w_int_max,w_int_min
0,0,1200,10000000000.0,10000000.0,dm_host,1e+50,1e+40,-1.5,5000,0.0,-1.5,0.0,5.0,1.0
1,50,1200,10000000000.0,10000000.0,dm_host,1e+50,1e+40,-1.5,5000,0.0,-1.5,0.0,5.0,1.0
2,100,1200,10000000000.0,10000000.0,dm_host,1e+50,1e+40,-1.5,5000,0.0,-1.5,0.0,5.0,1.0
3,100,1000,10000000000.0,10000000.0,dm_igm_slope,1e+50,1e+40,-1.5,5000,0.0,-1.5,0.0,5.0,1.0
4,100,1100,10000000000.0,10000000.0,dm_igm_slope,1e+50,1e+40,-1.5,5000,0.0,-1.5,0.0,5.0,1.0
5,100,1200,10000000000.0,10000000.0,dm_igm_slope,1e+50,1e+40,-1.5,5000,0.0,-1.5,0.0,5.0,1.0
6,100,1300,10000000000.0,10000000.0,dm_igm_slope,1e+50,1e+40,-1.5,5000,0.0,-1.5,0.0,5.0,1.0
7,100,1400,10000000000.0,10000000.0,dm_igm_slope,1e+50,1e+40,-1.5,5000,0.0,-1.5,0.0,5.0,1.0
8,100,1200,10000000.0,10000000.0,freq_min,1e+50,1e+40,-1.5,5000,0.0,-1.5,0.0,5.0,1.0
9,100,1200,100000000.0,10000000.0,freq_min,1e+50,1e+40,-1.5,5000,0.0,-1.5,0.0,5.0,1.0
10,100,1200,1000000000.0,10000000.0,freq_min,1e+50,1e+40,-1.5,5000,0.0,-1.5,0.0,5.0,1.0
11,100,1200,10000000000.0,10000000.0,freq_min,1e+50,1e+40,-1.5,5000,0.0,-1.5,0.0,5.0,1.0
12,100,1200,100000000.0,100000000.0,freq_min,1e+50,1e+40,-1.5,5000,0.0,-1.5,0.0,5.0,1.0
13,100,1200,1000000000.0,100000000.0,freq_min,1e+50,1e+40,-1.5,5000,0.0,-1.5,0.0,5.0,1.0
14,100,1200,10000000000.0,100000000.0,freq_min,1e+50,1e+40,-1.5,5000,0.0,-1.5,0.0,5.0,1.0
15,100,1200,1000000000.0,1000000000.0,freq_min,1e+50,1e+40,-1.5,5000,0.0,-1.5,0.0,5.0,1.0
16,100,1200,10000000000.0,1000000000.0,freq_min,1e+50,1e+40,-1.5,5000,0.0,-1.5,0.0,5.0,1.0
17,100,1200,10000000000.0,10000000000.0,freq_min,1e+50,1e+40,-1.5,5000,0.0,-1.5,0.0,5.0,1.0
18,100,1200,10000000000.0,10000000.0,lum_bol_min,1e+30,1e+30,-1.5,5000,0.0,-1.5,0.0,5.0,1.0
19,100,1200,10000000000.0,10000000.0,lum_bol_min,1e+40,1e+30,-1.5,5000,0.0,-1.5,0.0,5.0,1.0
20,100,1200,10000000000.0,10000000.0,lum_bol_min,1e+50,1e+30,-1.5,5000,0.0,-1.5,0.0,5.0,1.0
21,100,1200,10000000000.0,10000000.0,lum_bol_min,1e+60,1e+30,-1.5,5000,0.0,-1.5,0.0,5.0,1.0
22,100,1200,10000000000.0,10000000.0,lum_bol_min,1e+40,1e+40,-1.5,5000,0.0,-1.5,0.0,5.0,1.0
23,100,1200,10000000000.0,10000000.0,lum_bol_min,1e+50,1e+40,-1.5,5000,0.0,-1.5,0.0,5.0,1.0
24,100,1200,10000000000.0,10000000.0,lum_bol_min,1e+60,1e+40,-1.5,5000,0.0,-1.5,0.0,5.0,1.0
25,100,1200,10000000000.0,10000000.0,lum_bol_min,1e+50,1e+50,-1.5,5000,0.0,-1.5,0.0,5.0,1.0
26,100,1200,10000000000.0,10000000.0,lum_bol_min,1e+60,1e+50,-1.5,5000,0.0,-1.5,0.0,5.0,1.0
27,100,1200,10000000000.0,10000000.0,lum_bol_min,1e+60,1e+60,-1.5,5000,0.0,-1.5,0.0,5.0,1.0
28,100,1200,10000000000.0,10000000.0,lum_bol_slope,1e+50,1e+40,-1.7,5000,0.0,-1.5,0.0,5.0,1.0
29,100,1200,10000000000.0,10000000.0,lum_bol_slope,1e+50,1e+40,-1.5999999999999999,5000,0.0,-1.5,0.0,5.0,1.0
30,100,1200,10000000000.0,10000000.0,lum_bol_slope,1e+50,1e+40,-1.5,5000,0.0,-1.5,0.0,5.0,1.0
31,100,1200,10000000000.0,10000000.0,lum_bol_slope,1e+50,1e+40,-1.4,5000,0.0,-1.5,0.0,5.0,1.0
32,100,1200,10000000000.0,10000000.0,lum_bol_slope,1e+50,1e+40,-1.2999999999999998,5000,0.0,-1.5,0.0,5.0,1.0
33,100,1200,10000000000.0,10000000.0,n_day,1e+50,1e+40,-1.5,4000,0.0,-1.5,0.0,5.0,1.0
34,100,1200,10000000000.0,10000000.0,n_day,1e+50,1e+40,-1.5,5000,0.0,-1.5,0.0,5.0,1.0
35,100,1200,10000000000.0,10000000.0,n_day,1e+50,1e+40,-1.5,6000,0.0,-1.5,0.0,5.0,1.0
36,100,1200,10000000000.0,10000000.0,rep,1e+50,1e+40,-1.5,5000,0.0,-1.5,0.0,5.0,1.0
37,100,1200,10000000000.0,10000000.0,rep,1e+50,1e+40,-1.5,5000,0.01,-1.5,0.0,5.0,1.0
38,100,1200,10000000000.0,10000000.0,si_mean,1e+50,1e+40,-1.5,5000,0.0,-1.6,0.0,5.0,1.0
39,100,1200,10000000000.0,10000000.0,si_mean,1e+50,1e+40,-1.5,5000,0.0,-1.5,0.0,5.0,1.0
40,100,1200,10000000000.0,10000000.0,si_mean,1e+50,1e+40,-1.5,5000,0.0,-1.4000000000000001,0.0,5.0,1.0
41,100,1200,10000000000.0,10000000.0,si_sigma,1e+50,1e+40,-1.5,5000,0.0,-1.5,0.0,5.0,1.0
42,100,1200,10000000000.0,10000000.0,si_sigma,1e+50,1e+40,-1.5,5000,0.0,-1.5,0.1,5.0,1.0
43,100,1200,10000000000.0,10000000.0,w_int_min,1e+50,1e+40,-1.5,5000,0.0,-1.5,0.0,0.0,0.0
44,100,1200,10000000000.0,10000000.0,w_int_min,1e+50,1e+40,-1.5,5000,0.0,-1.5,0.0,0.5,0.0
45,100,1200,10000000000.0,10000000.0,w_int_min,1e+50,1e+40,-1.5,5000,0.0,-1.5,0.0,1.0,0.0
46,100,1200,10000000000.0,10000000.0,w_int_min,1e+50,1e+40,-1.5,5000,0.0,-1.5,0.0,1.5,0.0
47,100,1200,10000000000.0,10000000.0,w_int_min,1e+50,1e+40,-1.5,5000,0.0,-1.5,0.0,2.0,0.0
48,100,1200,10000000000.0,10000000.0,w_int_min,1e+50,1e+40,-1.5,5000,0.0,-1.5,0.0,2.5,0.0
49,100,1200,10000000000.0,10000000.0,w_int_min,1e+50,1e+40,-1.5,5000,0.0,-1.5,0.0,3.0,0.0
50,100,1200,10000000000.0,10000000.0,w_int_min,1e+50,1e+40,-1.5,5000,0.0,-1.5,0.0,3.5,0.0
51,100,1200,10000000000.0,10000000.0,w_int_min,1e+50,1e+40,-1.5,5000,0.0,-1.5,0.0,4.0,0.0
52,100,1200,10000000000.0,10000000.0,w_int_min,1e+50,1e+40,-1.5,5000,0.0,-1.5,0.0,4.5,0.0
53,100,1200,10000000000.0,10000000.0,w_int_min,1e+50,1e+40,-1.5,5000,0.0,-1.5,0.0,5.0,0.0
