back_end,barycentric_event_time,burst_bandwidth,burst_width,burst_width_err,decl,decl_err,discovery_date,dm,dm_model,filename,filetype,fluence,fluence_err,flux,flux_err,frac_lin_pol,galactic_max_dm,galactic_max_dm_model,group,host_redshift,inst_bandwidth,internal_name,lastmodified,name,num_channels,num_files,photometry_date,photometry_id,public_webpage,ra,ra_err,ref_freq,region_filename,remarks,repeater_of_objid,reporter_name,reports_id,rm,rm_err,sampling_time,scattering_time,scattering_time_err,snr,telescope,telescope_mode,time_received,tns_id,ra_frac,dec_frac,gl_frac,gb_frac
Other-,,,2.6,,-08:50:34.22,4 deg,2018-10-17 10:24:37.400,239.97,0.03,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20181017C_atrep_79761_FRBCAT.png,Graphics,95.0,,36.5,,,38.0,NE2001,FRBCAT,,31.25,FRB181017,2020-08-12 09:07:50.000,FRB 20181017C,40,2,2018-10-17 10:24:37.400,730,,22:05:54.820,24.60 arcsec,835.0,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79761,,,0.327,,,66.0,MOST,UTMOST,2020-08-12 09:07:50.000,64978,331.47841666666665,-8.84283888888889,50.15191606447124,-45.8158685797809
Clear-,,,,,+68:17:24.00,22 arcmin,2018-10-17 23:26:11.860,1268.08,25.88,,,,,0.0,0.0,,42.93,NE2001,CHIMEFRB,,400.0,18572783,,FRB 20181017A,16384,,2018-10-17 23:26:11.860,4,https://www.chime-frb.ca/repeaters,17:04:31.200,20 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20181017A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",63321,,,0.98304,,,12.87,CHIME,FRB,2020-03-03 15:55:23.000,55079,256.13,68.28999999999999,100.33206982211182,35.31651115648077
Other-,,,8.6,0.7,-25:24:32.60,4.5 deg,2018-10-16 04:16:56.300,1982.8,2.8,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20181016A_atrep_79760_FRBCAT.png,Graphics,87.0,,10.19,,,90.0,NE2001,FRBCAT,,31.25,FRB181016,2020-08-12 09:07:47.000,FRB 20181016A,40,2,2018-10-16 04:16:56.300,728,,15:46:20.840,3.95 arcmin,835.0,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79760,,,0.327,5.7,0.8,17.0,MOST,UTMOST,2020-08-12 09:07:47.000,64977,236.58683333333335,-25.409055555555554,-14.410757603207003,23.406843670568872
Clear-,,,1.3,0.09,-40:54:00.10,0.12 arcsec,2018-09-24 16:23:12.626,361.42,0.06,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20180924B_atrep_79759_FRBCAT.png,Graphics,16.0,1.0,12.3,,0.8,40.5,NE2001,FRBCAT,0.3214,336.0,FRB180924,2020-08-12 09:07:45.000,FRB 20180924B,366,2,2018-09-24 16:23:12.626,727,,21:44:25.255,0.12 arcsec,1320.0,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79759,14.0,1.0,1.265,,,194.0,ASKAP,Coherent,2020-08-12 09:07:44.000,64976,326.1052291666667,-40.90002777777778,1.8519196242033387,-48.472573956321696
BPSR-MB20,,,20.0,1.0,-14:06:10.20,7.50 arcmin,2018-09-23 04:03:38.060,548.0,3,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20180923B_atrep_79758_FRBCAT.png,Graphics,2.9,0.3,0.0,,,46.6,NE2001,FRBCAT,,338.281,FRB180923,2020-08-12 09:07:42.000,FRB 20180923B,866,1,2018-09-23 04:03:38.060,726,,15:10:55.400,7.50 arcmin,1352.0,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79758,,,0.064,16.0,2.0,13.0,Parkes,MB20,2020-08-12 09:07:41.000,64975,227.73083333333332,-14.102833333333333,-13.52269716947319,37.42072880378877
Clear-,,,,,+73:39:00.00,20 arcmin,2018-09-19 12:36:11.856,190.86,3.23,,,,,0.0,0.0,,87.7,NE2001,CHIMEFRB,,400.0,16180649,,FRB 20180919A,16384,,2018-09-19 12:36:11.856,3,https://www.chime-frb.ca/repeaters,04:23:14.400,20 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20180814A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",63320,,,0.98304,,,13.4,CHIME,FRB,2020-03-03 15:55:23.000,55078,65.81,73.65,137.24577950306602,16.39566871623475
Clear-,,,,,+73:36:00.00,21 arcmin,2018-09-17 00:46:38.163,194.1,12.94,,,,,0.0,0.0,,87.78,NE2001,CHIMEFRB,,400.0,15707968,,FRB 20180917A,16384,,2018-09-17 00:46:38.163,2,https://www.chime-frb.ca/repeaters,04:23:36.000,30 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20180814A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",63319,,,0.98304,,,19.02,CHIME,FRB,2020-03-03 15:55:23.000,55077,65.9,73.6,137.30186408754113,16.37989868177816
Clear-,,,,,+65:44:24.00,19 arcmin,2018-09-16 10:15:19.829,347.76,1.62,,,,,0.0,0.0,,198.97,NE2001,CHIMEFRB,,400.0,15372046,,FRB 20180916B,16384,,2018-09-16 10:15:19.829,63,https://www.chime-frb.ca/repeaters,01:56:40.800,17 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20180916B,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",64030,,,0.98304,,,18.72,CHIME,FRB,2020-03-11 19:19:42.000,55523,29.17,65.74,130.0727861044868,3.589048706963997
Clear-,,,,,+73:39:00.00,21 arcmin,2018-09-11 12:59:16.478,190.86,3.23,,,,,0.0,0.0,,88.19,NE2001,CHIMEFRB,,400.0,13401643,,FRB 20180911C,16384,,2018-09-11 12:59:16.478,475,https://www.chime-frb.ca/repeaters,04:20:31.200,22 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20180814A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",65025,,,0.98304,,,10.46,CHIME,FRB,2020-03-26 16:07:07.000,56373,65.13,73.65,137.10826604372704,16.2570084601996
Clear-,,,,,+74:12:36.00,23 arcmin,2018-09-08 21:13:04.110,195.72,1.62,,,,,0.0,0.0,,38.84,NE2001,CHIMEFRB,,400.0,12806027,,FRB 20180908A,16384,,2018-09-08 21:13:04.110,1,https://www.chime-frb.ca/repeaters,12:13:14.400,22 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20180908A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",63318,,,0.98304,,,10.4,CHIME,FRB,2020-03-03 15:55:23.000,55076,183.31,74.21000000000001,127.90277584550509,42.583576733227964
Clear-,,,,,+42:12:00.00,2 arcmin,2018-08-17 01:49:34.000,1002.85,6.47,,,,,0.0,0.0,,27.59,NE2001,CHIMEFRB,,400.0,11121416,,FRB 20180817A,16384,,2018-08-17 01:49:34.000,559,https://www.chime-frb.ca/,15:32:04.800,13 arcmin,600.0,,Data from the real-time pipeline L4 header,,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",65110,,,0.98304,,,45.57,CHIME,FRB,2020-03-26 19:31:41.000,56457,233.02,42.2,69.68240668368735,55.01669780143573
Clear-,,,,,+74:37:48.00,21 arcmin,2018-08-14 14:20:17.000,237.77,1.62,,,,,0.0,0.0,,41.2,NE2001,CHIMEFRB,,400.0,10886879,,FRB 20180814B,16384,,2018-08-14 14:20:17.000,558,https://www.chime-frb.ca/,15:43:36.000,32 arcmin,600.0,,Data from the real-time pipeline L4 header,,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",65109,,,0.98304,,,18.69,CHIME,FRB,2020-03-26 19:31:41.000,56456,235.9,74.63,110.98051733542077,37.992146389386626
Clear-,,,,,+73:44:24.00,7 arcmin,2018-08-14 14:49:50.000,190.86,3.23,,,,,0.0,0.0,,87.75,NE2001,CHIMEFRB,,400.0,10889573,,FRB 20180814A,16384,,2018-08-14 14:49:50.000,474,https://www.chime-frb.ca/repeaters,04:21:28.800,23 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20180814A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",65024,,,0.98304,,,11.05,CHIME,FRB,2020-03-26 16:07:07.000,56372,65.37,73.74,137.08912068609928,16.3679246999173
Clear-,,,,,+80:22:48.00,21 arcmin,2018-08-12 11:45:44.000,795.81,6.47,,,,,0.0,0.0,,83.32,NE2001,CHIMEFRB,,400.0,10648497,,FRB 20180812A,16384,,2018-08-12 11:45:44.000,557,https://www.chime-frb.ca/,01:14:26.400,23 arcmin,600.0,,Data from the real-time pipeline L4 header,,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",65108,,,0.98304,,,12.46,CHIME,FRB,2020-03-26 19:31:41.000,56455,18.61,80.38,124.71995967605628,17.535803265672044
Clear-,,,,,+83:06:36.00,2 arcmin,2018-08-10 22:40:44.000,169.84,1.62,,,,,0.0,0.0,,46.73,NE2001,CHIMEFRB,,400.0,10366092,,FRB 20180810B,16384,,2018-08-10 22:40:44.000,556,https://www.chime-frb.ca/,12:01:28.800,16 arcmin,600.0,,Data from the real-time pipeline L4 header,,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",65107,,,0.98304,,,38.55,CHIME,FRB,2020-03-26 19:31:41.000,56454,180.37,83.11,125.89707642362393,33.807328176842915
Clear-,,,,,+34:51:36.00,2 arcmin,2018-08-10 17:29:00.000,415.7,1.62,,,,,0.0,0.0,,104.4,NE2001,CHIMEFRB,,400.0,10353713,,FRB 20180810A,16384,,2018-08-10 17:29:00.000,555,https://www.chime-frb.ca/,06:46:02.400,21 arcmin,600.0,,Data from the real-time pipeline L4 header,,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",65106,,,0.98304,,,13.07,CHIME,FRB,2020-03-26 19:31:41.000,56453,101.51,34.86,-178.73931154708868,13.150327725677082
Clear-,,,,,+76:12:36.00,22 arcmin,2018-08-06 14:13:13.000,739.2,1.62,,,,,0.0,0.0,,40.91,NE2001,CHIMEFRB,,400.0,9976641,,FRB 20180806A,16384,,2018-08-06 14:13:13.000,554,https://www.chime-frb.ca/,15:03:45.600,34 arcmin,600.0,,Data from the real-time pipeline L4 header,,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",65105,,,0.98304,,,13.88,CHIME,FRB,2020-03-26 19:31:41.000,56452,225.94,76.21000000000001,114.68283526035889,38.54126192265251
Clear-,,,,,+72:43:12.00,4 arcmin,2018-08-01 08:47:24.000,656.7,3.23,,,,,0.0,0.0,,89.94,NE2001,CHIMEFRB,,400.0,9641579,,FRB 20180801A,16384,,2018-08-01 08:47:24.000,553,https://www.chime-frb.ca/,21:29:02.400,19 arcmin,600.0,,Data from the real-time pipeline L4 header,,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",65104,,,0.98304,,,20.45,CHIME,FRB,2020-03-26 19:31:41.000,56451,322.26,72.72,109.88310569259,15.789130195181697
Clear-,,,,,+56:09:00.00,21 arcmin,2018-07-29 17:28:22.000,318.65,1.62,,,,,0.0,0.0,,94.95,NE2001,CHIMEFRB,,400.0,9564770,,FRB 20180729B,16384,,2018-07-29 17:28:22.000,552,https://www.chime-frb.ca/,05:59:12.000,20 arcmin,600.0,,Data from the real-time pipeline L4 header,,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",65103,,,0.98304,,,12.44,CHIME,FRB,2020-03-26 19:31:41.000,56450,89.8,56.15,157.8751619848739,14.842721577069373
Clear-,,,,,+55:04:12.00,16 arcmin,2018-07-29 00:48:20.000,108.37,1.62,,,,,0.0,0.0,,30.72,NE2001,CHIMEFRB,,400.0,9541535,,FRB 20180729A,16384,,2018-07-29 00:48:20.000,551,https://www.chime-frb.ca/,13:17:12.000,2 arcmin,600.0,,Data from the real-time pipeline L4 header,,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",65102,,,0.98304,,,32.01,CHIME,FRB,2020-03-26 19:31:41.000,56449,199.3,55.07,117.63800021250236,61.803804486096375
Clear-,,,,,+26:03:00.00,22 arcmin,2018-07-27 00:52:13.000,642.15,1.62,,,,,0.0,0.0,,21.33,NE2001,CHIMEFRB,,400.0,9461009,,FRB 20180727A,16384,,2018-07-27 00:52:13.000,550,https://www.chime-frb.ca/,13:10:31.200,23 arcmin,600.0,,Data from the real-time pipeline L4 header,,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",65101,,,0.98304,,,10.39,CHIME,FRB,2020-03-26 19:31:41.000,56448,197.63,26.05,15.819524563369523,86.67246975841503
Clear-,,,,,+66:34:48.00,1 arcmin,2018-07-25 17:59:43.000,716.55,1.62,,,,,0.0,0.0,,71.25,NE2001,CHIMEFRB,,400.0,9386707,,FRB 20180725A,16384,,2018-07-25 17:59:43.000,549,https://www.chime-frb.ca/,06:17:26.400,20 arcmin,600.0,,Data from the real-time pipeline L4 header,,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",65100,,,0.98304,,,19.24,CHIME,FRB,2020-03-26 19:31:41.000,56447,94.36,66.58,148.74276629087984,21.00902487798696
BPSR-MB20,,,2.9,,-11:45:47.00,7.50 arcmin,2018-07-14 10:00:08.700,1467.92,0.3,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20180714A_atrep_79757_FRBCAT.png,Graphics,1.85,0.05,0.6,,0.91,257.0,NE2001,FRBCAT,,338.281,FRB180714,2020-08-12 09:07:39.000,FRB 20180714A,866,2,2018-07-14 10:00:08.700,724,,17:46:12.000,7.50 arcmin,1352.0,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79757,-25.9,5.9,0.064,,,22.0,Parkes,MB20,2020-08-12 09:07:38.000,64974,266.55,-11.763055555555555,15.221844553914064,9.782466636375691
Other-,,,1.3,,-49:53:59.00,4 deg,2018-05-28 04:24:00.900,899.3,0.6,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20180528A_atrep_79756_FRBCAT.png,Graphics,18.0,4.0,13.8,,,69.0,NE2001,FRBCAT,,31.25,FRB180528,2020-08-12 09:07:36.000,FRB 20180528A,40,2,2018-05-28 04:24:00.900,722,,06:38:49.800,5.01 arcmin,835.0,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79756,,,0.327,,,14.0,MOST,UTMOST,2020-08-12 09:07:35.000,64973,99.7075,-49.89972222222222,-100.36321385963225,-23.128253977600195
Clear-,,,3.8,0.1,-02:12:00.00,6 arcmin,2018-05-25 15:19:06.515,388.1,0.3,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20180525A_atrep_79755_FRBCAT.jpeg,Graphics,300.0,6.0,78.9,,,31.0,NE2001,FRBCAT,,336.0,FRB180525,2020-08-12 09:07:33.000,FRB 20180525A,366,1,2018-05-25 15:19:06.515,721,,14:39:60.000,30 arcmin,1297.0,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79755,,,1.26,,,27.4,ASKAP,FlysEye,2020-08-12 09:07:32.000,64972,220.0,-2.2,-11.57223561075233,51.49609966736177
Clear-,,,1.9,0.4,-42:14:46.00,7 arcmin,2018-05-15 21:57:26.485,355.2,0.5,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20180515A_atrep_79753_FRBCAT.png,Graphics,46.0,2.0,24.2,,,0.5,NE2001,FRBCAT,,336.0,FRB180515,2020-08-12 09:07:29.000,FRB 20180515A,366,1,2018-05-15 21:57:26.485,720,,23:13:12.000,7 arcmin,1320.0,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79753,,,1.265,0.38,0.12,12.1,ASKAP,FlysEye,2020-08-12 09:07:28.000,64971,348.3,-42.24611111111111,-8.485453191743886,-64.11488787669691
Clear-,,,1.2,,-09:57:00.00,6 arcmin,2018-04-30 09:59:58.700,264.1,0.5,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20180430A_atrep_79752_FRBCAT.png,Graphics,177.0,4.0,147.5,3.3,,165.44,NE2001,FRBCAT,,336.0,FRB180430,2020-08-12 09:07:26.000,FRB 20180430A,366,1,2018-04-30 09:59:58.700,719,,06:50:60.000,6 arcmin,1297.0,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79752,,,1.26,,,28.2,ASKAP,FlysEye,2020-08-12 09:07:25.000,64970,102.75,-9.95,-137.79793438459217,-5.715369821286515
Clear-,,,2.52,,+14:13:00.00,7 arcmin,2018-04-17 13:18:31.000,474.8,,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20180417A_atrep_79751_FRBCAT.png,Graphics,55.0,3.0,21.8,,,26.15,NE2001,FRBCAT,,336.0,FRB180417,2020-08-12 09:07:23.000,FRB 20180417A,366,2,2018-04-17 13:18:31.000,718,,12:24:56.000,7 arcmin,1272.5,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79751,,,1.7,,,24.2,ASKAP,Incoherent,2020-08-12 09:07:22.000,64969,186.23333333333332,14.216666666666667,-87.274999608506,75.14495006983913
Clear-,,,4.3,0.5,-34:46:60.00,10 arcmin,2018-03-24 09:31:46.706,431.0,0.4,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20180324A_atrep_79750_FRBCAT.jpeg,Graphics,71.0,3.0,16.5,,,70.0,NE2001,FRBCAT,,336.0,FRB180324,2020-08-12 09:07:19.000,FRB 20180324A,366,1,2018-03-24 09:31:46.706,717,,06:15:60.000,45 arcmin,1297.0,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79750,,,1.26,,,9.8,ASKAP,FlysEye,2020-08-12 09:07:19.000,64968,94.0,-34.78333333333333,-117.40601497281386,-22.857012615657425
Clear-,,,1670.0,40.0,+42:01:48.00,0 arcsec,2018-03-21 07:05:54.000,594.0,5,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20180321A_atrep_79749_FRBCAT.png,Graphics,2310.0,,0.54,,,70.0,NE2001,FRBCAT,,2.5,FRB180321,2020-08-12 09:07:17.000,FRB 20180321A,6,1,2018-03-21 07:05:54.000,716,,00:33:00.000,0 arcsec,111.0,,Dispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79749,,,100.0,,,8.2,LPA,LPA,2020-08-12 09:07:16.000,64967,8.25,42.03,119.28437920485005,-20.630143910319987
Clear-,,,2.4,0.3,-26:49:60.00,10 arcmin,2018-03-15 05:05:30.985,479.0,0.4,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20180315A_atrep_79748_FRBCAT.jpeg,Graphics,56.0,4.0,23.3,,,36.0,NE2001,FRBCAT,,336.0,FRB180315,2020-08-12 09:07:14.000,FRB 20180315A,366,1,2018-03-15 05:05:30.985,715,,19:34:60.000,45 arcmin,1297.0,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79748,,,1.26,,,10.4,ASKAP,FlysEye,2020-08-12 09:07:13.000,64966,293.75,-26.833333333333332,13.164821316590047,-19.80522113831819
BPSR-MB20,,,13.4,,-57:44:26.70,7.50 arcmin,2018-03-11 04:11:54.800,1570.9,0.5,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20180311A_atrep_79747_FRBCAT.png,Graphics,2.1,0.1,0.15,,0.75,45.2,NE2001,FRBCAT,,338.281,FRB180311,2020-08-12 09:07:11.000,FRB 20180311A,866,2,2018-03-11 04:11:54.800,713,,21:31:33.420,7.50 arcmin,1352.0,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79747,4.8,7.3,0.064,,,11.5,Parkes,MB20,2020-08-12 09:07:11.000,64965,322.88925,-57.74075,-21.335078786854012,-43.08832112869425
BPSR-MB20,,,0.475,,-33:58:44.50,7.50 arcmin,2018-03-09 02:49:32.990,263.42,0.01,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20180309A_atrep_79746_FRBCAT.png,Graphics,13.12,0.26,27.6,,0.4556,44.69,NE2001,FRBCAT,,338.281,FRB180309,2020-08-12 09:07:05.000,FRB 20180309A,866,2,2018-03-09 02:49:32.990,711,,21:24:43.800,7.50 arcmin,1352.0,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79746,,,0.064,,,411.0,Parkes,MB20,2020-08-12 09:07:04.000,64964,321.1825,-33.97902777777778,11.772326479391717,-44.40647090961659
BPSR-MB20,,,2.18,0.06,+04:33:44.80,7.50 arcmin,2018-03-01 07:34:19.760,522.0,5,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20180301A_atrep_79745_FRBCAT.png,Graphics,1.3,,1.2,0.1,,155.0,NE2001,FRBCAT,,338.281,FRB180301,2020-08-12 09:07:02.000,FRB 20180301A,866,2,2018-03-01 07:34:19.760,709,,06:12:43.400,7.50 arcmin,1352.0,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79745,-3163.0,20.0,0.064,0.71,0.03,20.0,Parkes,MB20,2020-08-12 09:07:01.000,64963,93.18083333333334,4.562444444444444,-155.1793200666303,-7.580773725780716
Clear-,,,1.81,0.06,-03:34:60.00,30 arcmin,2018-02-12 23:45:04.399,167.5,0.5,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20180212A_atrep_79744_FRBCAT.png,Graphics,96.0,8.0,53.0,,,33.0,NE2001,FRBCAT,,336.0,FRB180212,2020-08-12 09:06:59.000,FRB 20180212A,366,2,2018-02-12 23:45:04.399,708,,14:20:60.000,30 arcmin,1297.0,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79744,,,1.26,,,18.3,ASKAP,FlysEye,2020-08-12 09:06:58.000,64962,215.25,-3.583333333333333,-19.20690860156094,53.12713291748143
Clear-,,,4.5,0.4,-40:40:60.00,8 arcmin,2018-01-31 05:45:04.320,657.7,0.5,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20180131A_atrep_79743_FRBCAT.png,Graphics,100.0,3.0,22.2,,,40.0,NE2001,FRBCAT,,336.0,FRB180131,2020-08-12 09:06:56.000,FRB 20180131A,366,2,2018-01-31 05:45:04.320,707,,21:49:54.000,12 arcmin,1297.0,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79743,,,1.26,,,13.8,ASKAP,FlysEye,2020-08-12 09:06:55.000,64961,327.475,-40.68333333333333,2.0633287508695255,-49.52288149355002
Clear-,,,4.1,1.0,-38:34:00.00,10 arcmin,2018-01-30 04:55:29.993,343.5,0.4,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20180130A_atrep_79742_FRBCAT.png,Graphics,95.0,3.0,23.1,,,39.0,NE2001,FRBCAT,,336.0,FRB180130,2020-08-12 09:06:53.000,FRB 20180130A,366,2,2018-01-30 04:55:29.993,706,,21:52:12.000,14 arcmin,1297.0,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79742,,,1.26,,,10.2,ASKAP,FlysEye,2020-08-12 09:06:52.000,64960,328.05,-38.56666666666667,5.2940595713351195,-50.09786403423652
Clear-,,,2.3,0.2,-60:15:00.00,11 arcmin,2018-01-28 04:53:26.796,495.9,0.7,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20180128B_atrep_79741_FRBCAT.png,Graphics,66.0,4.0,28.7,,,40.0,NE2001,FRBCAT,,336.0,FRB180128.2,2020-08-12 09:06:50.000,FRB 20180128B,366,2,2018-01-28 04:53:26.796,705,,22:22:00.000,15 arcmin,1297.0,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79741,,,1.26,,,9.6,ASKAP,FlysEye,2020-08-12 09:06:50.000,64959,335.5,-60.25,-28.60968461574032,-47.81490007291154
Clear-,,,2.9,0.3,-06:43:00.00,15 arcmin,2018-01-28 00:59:38.617,441.4,0.2,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20180128A_atrep_79740_FRBCAT.png,Graphics,51.0,2.0,17.5,,,32.0,NE2001,FRBCAT,,336.0,FRB180128.0,2020-08-12 09:06:47.000,FRB 20180128A,366,2,2018-01-28 00:59:38.617,704,,13:56:00.000,20 arcmin,1297.0,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79740,,,1.26,,,12.4,ASKAP,FlysEye,2020-08-12 09:06:47.000,64958,209.0,-6.716666666666667,-30.843271569535773,53.212905317123564
Clear-,,,2.7,0.5,-12:43:60.00,8 arcmin,2018-01-19 12:24:30.747,402.7,0.7,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20180119A_atrep_79738_FRBCAT.png,Graphics,110.0,3.0,40.7,,,36.0,NE2001,FRBCAT,,336.0,FRB180119,2020-08-12 09:06:45.000,FRB 20180119A,366,2,2018-01-19 12:24:30.747,703,,03:29:18.000,8 arcmin,1297.0,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79738,,,1.26,,,15.9,ASKAP,FlysEye,2020-08-12 09:06:44.000,64957,52.325,-12.733333333333334,-160.32151168087498,-51.49577958070648
Clear-,,,3.2,0.2,-35:27:00.00,7 arcmin,2018-01-10 07:34:34.959,715.7,0.2,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20180110A_atrep_79737_FRBCAT.png,Graphics,420.0,20.0,128.1,,,38.0,NE2001,FRBCAT,,336.0,FRB180110,2020-08-12 09:06:41.000,FRB 20180110A,366,2,2018-01-10 07:34:34.959,702,,21:52:60.000,10.50 arcmin,1297.0,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79737,,,1.26,,,35.6,ASKAP,FlysEye,2020-08-12 09:06:41.000,64956,328.25,-35.45,10.160043363556785,-50.29774612645912
Clear-,,,1.9,0.3,-57:04:00.00,10 arcmin,2017-12-16 17:59:10.822,203.1,0.5,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20171216A_atrep_79736_FRBCAT.png,Graphics,40.0,2.0,21.0,,,37.0,NE2001,FRBCAT,,336.0,FRB171216,2020-08-12 09:06:39.000,FRB 20171216A,366,2,2017-12-16 17:59:10.822,701,,03:28:00.000,15 arcmin,1297.0,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79736,,,1.26,,,8.0,ASKAP,FlysEye,2020-08-12 09:06:38.000,64955,52.0,-57.06666666666667,-87.26766449800743,-49.86779258040406
