back_end,barycentric_event_time,burst_bandwidth,burst_width,burst_width_err,decl,decl_err,discovery_date,dm,dm_model,filename,filetype,fluence,fluence_err,flux,flux_err,frac_lin_pol,galactic_max_dm,galactic_max_dm_model,group,host_redshift,inst_bandwidth,internal_name,lastmodified,name,num_channels,num_files,photometry_date,photometry_id,public_webpage,ra,ra_err,ref_freq,region_filename,remarks,repeater_of_objid,reporter_name,reports_id,rm,rm_err,sampling_time,scattering_time,scattering_time_err,snr,telescope,telescope_mode,time_received,tns_id,ra_frac,dec_frac,gl_frac,gb_frac
Clear-,,,,,+46:16:12.00,44 arcmin,2019-09-15 16:27:41.304,308.94,1.62,,,,,0.0,0.0,,54.69,NE2001,CHIMEFRB,,400.0,54752563,,FRB 20190915A,16384,,2019-09-15 16:27:41.304,497,https://www.chime-frb.ca/repeaters,08:02:52.800,32 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20190907A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",65047,,,0.98304,,,10.94,CHIME,FRB,2020-03-26 17:10:00.000,56395,120.72,46.269999999999996,174.07580393941615,30.35550552922054
Clear-,,,,,+46:16:12.00,43 arcmin,2019-09-07 17:02:47.762,307.32,3.23,,,,,0.0,0.0,,53.34,NE2001,CHIMEFRB,,400.0,52839758,,FRB 20190907A,16384,,2019-09-07 17:02:47.762,496,https://www.chime-frb.ca/repeaters,08:08:50.400,32 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20190907A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",65046,,,0.98304,,,9.96,CHIME,FRB,2020-03-26 17:10:00.000,56394,122.21,46.269999999999996,174.24822984828052,31.374779857627548
Clear-,,,,,+65:43:48.00,1.3166666666667 deg,2019-08-25 11:53:44.856,347.76,1.62,,,,,0.0,0.0,,193.22,NE2001,CHIMEFRB,,400.0,51101285,,FRB 20190825C,16384,,2019-08-25 11:53:44.856,495,https://www.chime-frb.ca/repeaters,02:11:43.200,33 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20180916B,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",65045,,,0.98304,,,10.25,CHIME,FRB,2020-03-26 17:10:00.000,56393,32.93,65.73,131.57053881293956,3.9809075591236867
Clear-,,,,,+65:43:12.00,1.3166666666667 deg,2019-08-25 11:52:03.013,346.14,3.23,,,,,0.0,0.0,,198.56,NE2001,CHIMEFRB,,400.0,51101217,,FRB 20190825B,16384,,2019-08-25 11:52:03.013,494,https://www.chime-frb.ca/repeaters,01:57:52.800,33 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20180916B,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",65044,,,0.98304,,,10.53,CHIME,FRB,2020-03-26 17:10:00.000,56392,29.47,65.72,130.1975993661543,3.598454020408843
Clear-,,,,,+65:43:48.00,47 arcmin,2019-08-25 11:48:27.641,347.76,1.62,,,,,0.0,0.0,,104.32,NE2001,CHIMEFRB,,400.0,51101068,,FRB 20190825A,16384,,2019-08-25 11:48:27.641,493,https://www.chime-frb.ca/repeaters,01:58:28.800,20 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20180916B,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",65043,,,0.98304,,,51.46,CHIME,FRB,2020-03-26 17:06:55.000,56391,29.62,65.73,130.25524571535135,3.622804705702638
Clear-,,,,,+17:22:48.00,33 arcmin,2019-08-24 07:59:01.574,397.9,3.23,,,,,0.0,0.0,,48.23,NE2001,CHIMEFRB,,400.0,50909512,,FRB 20190824A,16384,,2019-08-24 07:59:01.574,492,https://www.chime-frb.ca/repeaters,22:07:09.600,40 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20190117A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",65042,,,0.98304,,,9.08,CHIME,FRB,2020-03-26 17:06:55.000,56390,331.79,17.38,76.37581733714066,-29.459565269323605
Clear-,,,,,+73:39:00.00,1.8333333333333 deg,2019-08-17 14:39:57.813,187.63,6.47,,,,,0.0,0.0,,104.66,NE2001,CHIMEFRB,,400.0,49511551,,FRB 20190817A,16384,,2019-08-17 14:39:57.813,491,https://www.chime-frb.ca/repeaters,04:21:52.800,37 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20180814A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",65041,,,0.98304,,,8.61,CHIME,FRB,2020-03-26 17:06:55.000,56389,65.47,73.65,137.17720408535416,16.32616185526985
Clear-,,,,,+17:22:12.00,25 arcmin,2019-08-15 08:33:52.297,397.9,3.23,,,,,0.0,0.0,,48.36,NE2001,CHIMEFRB,,400.0,49083177,,FRB 20190815A,16384,,2019-08-15 08:33:52.297,490,https://www.chime-frb.ca/repeaters,22:06:38.400,27 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20190117A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",65040,,,0.98304,,,28.01,CHIME,FRB,2020-03-26 17:06:55.000,56388,331.66,17.37,76.26464554595418,-29.381360913914705
Clear-,,,,,+65:43:48.00,1.2333333333333 deg,2019-08-10 12:49:43.517,346.14,3.23,,,,,0.0,0.0,,197.95,NE2001,CHIMEFRB,,400.0,47583802,,FRB 20190810B,16384,,2019-08-10 12:49:43.517,489,https://www.chime-frb.ca/repeaters,02:00:40.800,34 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20180916B,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",65039,,,0.98304,,,9.21,CHIME,FRB,2020-03-26 17:06:55.000,56387,30.17,65.73,130.47500763730682,3.6776495426481968
Clear-,,,,,+17:22:12.00,23 arcmin,2019-08-10 08:52:29.727,397.9,3.23,,,,,0.0,0.0,,48.22,NE2001,CHIMEFRB,,400.0,47566210,,FRB 20190810A,16384,,2019-08-10 08:52:29.727,488,https://www.chime-frb.ca/repeaters,22:07:14.400,26 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20190117A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",65038,,,0.98304,,,31.53,CHIME,FRB,2020-03-26 17:06:55.000,56386,331.81,17.37,76.38382173404197,-29.47995560738599
Clear-,,,,,+65:43:48.00,1.1 deg,2019-08-09 12:50:49.264,352.61,3.23,,,,,0.0,0.0,,198.56,NE2001,CHIMEFRB,,400.0,47313912,,FRB 20190809A,16384,,2019-08-09 12:50:49.264,487,https://www.chime-frb.ca/repeaters,01:57:50.400,29 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20180916B,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",65037,,,0.98304,,,16.78,CHIME,FRB,2020-03-26 17:06:55.000,56385,29.46,65.73,130.19123046201332,3.6072003868187186
Clear-,,,,,+59:24:00.00,1.0833333333333 deg,2019-08-06 06:37:09.569,1384.58,12.94,,,,,0.0,0.0,,77.98,NE2001,CHIMEFRB,,400.0,46802190,,FRB 20190806A,16384,,2019-08-06 06:37:09.569,486,https://www.chime-frb.ca/repeaters,19:39:43.200,33 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20190417A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",65036,,,0.98304,,,9.11,CHIME,FRB,2020-03-26 17:06:55.000,56384,294.93,59.4,92.23426811800338,17.90464710091897
Clear-,,,,,+74:13:12.00,2.0166666666667 deg,2019-07-18 01:11:22.875,194.1,12.94,,,,,0.0,0.0,,38.31,NE2001,CHIMEFRB,,400.0,44805743,,FRB 20190718A,16384,,2019-07-18 01:11:22.875,485,https://www.chime-frb.ca/repeaters,13:00:40.800,35 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20180908A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",65035,,,0.98304,,,9.35,CHIME,FRB,2020-03-26 17:06:55.000,56383,195.17,74.22,123.53829425597117,42.90500709221784
Clear-,,,,,-13:00:00.00,6 arcmin,2019-07-14 05:37:12.900,504.0,2,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20190714A_atrep_79771_FRBCAT.png,Graphics,8.0,2.0,0.0,,,39.0,NE2001,FRBCAT,,336.0,FRB190714,2020-08-12 09:08:20.000,FRB 20190714A,366,1,2019-07-14 05:37:12.900,743,,12:15:54.000,7.80 arcmin,1272.5,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79771,,,1.7,,,0.0,ASKAP,Incoherent,2020-08-12 09:08:20.000,64988,183.975,-13.0,-71.1194434744151,48.683453403338646
Clear-,,,,,-80:21:28.80,0.18 arcsec,2019-07-11 01:53:40.861,593.1,0.4,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20190711A_atrep_79770_FRBCAT.png,Graphics,28.0,4.0,0.0,,,56.6,NE2001,FRBCAT,,336.0,FRB190711,2020-08-12 09:08:17.000,FRB 20190711A,366,4,2019-07-11 01:53:40.861,741,,21:57:40.680,0.36 arcsec,1272.5,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,FRB  20190711A,Emily Petroff,79770,,,1.7,,,24.0,ASKAP,Incoherent,2020-08-12 09:08:17.000,64987,329.4195,-80.35799999999999,-47.92403378950121,-33.746280298284546
Clear-,,,,,+48:15:00.00,40 arcmin,2019-07-02 03:14:42.990,223.21,3.23,,,,,0.0,0.0,,29.36,NE2001,CHIMEFRB,,400.0,43265588,,FRB 20190702B,16384,,2019-07-02 03:14:42.990,484,https://www.chime-frb.ca/repeaters,13:52:36.000,26 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20190303A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",65034,,,0.98304,,,18.46,CHIME,FRB,2020-03-26 17:06:55.000,56382,208.15,48.25,100.31227414759202,66.22160564987959
Clear-,,,,,+74:13:12.00,1.9666666666667 deg,2019-07-02 01:58:14.678,195.72,1.62,,,,,0.0,0.0,,38.42,NE2001,CHIMEFRB,,400.0,43263682,,FRB 20190702A,16384,,2019-07-02 01:58:14.678,483,https://www.chime-frb.ca/repeaters,12:32:26.400,38 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20180908A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",65033,,,0.98304,,,8.0,CHIME,FRB,2020-03-26 16:07:07.000,56381,188.11,74.22,126.15227216103096,42.80463914832358
Clear-,,,,,+17:22:12.00,26 arcmin,2019-06-30 11:34:44.523,401.14,12.94,,,,,0.0,0.0,,48.22,NE2001,CHIMEFRB,,400.0,43055069,,FRB 20190630A,16384,,2019-06-30 11:34:44.523,49,https://www.chime-frb.ca/repeaters,22:06:38.400,30 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20190117A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",63366,,,0.98304,,,19.43,CHIME,FRB,2020-03-03 16:04:52.000,55124,331.66,17.37,76.26464554595418,-29.381360913914705
Clear-,,,,,+73:39:36.00,1.7 deg,2019-06-26 18:37:52.780,194.1,12.94,,,,,0.0,0.0,,82.69,NE2001,CHIMEFRB,,400.0,42545361,,FRB 20190626A,16384,,2019-06-26 18:37:52.780,482,https://www.chime-frb.ca/repeaters,04:49:38.400,33 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20180814A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",65032,,,0.98304,,,11.88,CHIME,FRB,2020-03-26 16:07:07.000,56380,72.41,73.66000000000001,138.49391058186947,17.81816401864145
Clear-,,,,,+73:38:24.00,1.7166666666667 deg,2019-06-25 17:43:46.767,187.63,6.47,,,,,0.0,0.0,,92.53,NE2001,CHIMEFRB,,400.0,42435604,,FRB 20190625E,16384,,2019-06-25 17:43:46.767,481,https://www.chime-frb.ca/repeaters,03:57:19.200,33 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20180814A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",65031,,,0.98304,,,11.42,CHIME,FRB,2020-03-26 16:07:07.000,56379,59.33,73.64,135.88519773407702,15.126096072732667
Clear-,,,,,+74:12:36.00,2.0666666666667 deg,2019-06-21 02:21:23.928,197.33,3.23,,,,,0.0,0.0,,38.84,NE2001,CHIMEFRB,,400.0,41866365,,FRB 20190621A,16384,,2019-06-21 02:21:23.928,48,https://www.chime-frb.ca/repeaters,12:05:55.200,36 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20180908A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",63365,,,0.98304,,,9.01,CHIME,FRB,2020-03-03 16:04:52.000,55123,181.48,74.21000000000001,128.5577849664566,42.46149185021896
Other-,,,1.66,0.05,+65:43:00.31,0 arcsec,2019-06-19 06:41:03.082,348.76,0.1,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20190619H_atrep_79804_FRBCAT.png,Graphics,2.53,,2.3,0.3,,200.0,NE2001,FRBCAT,0.0337,140.0,FRB20180916B,2020-08-12 09:18:42.000,FRB 20190619H,144,1,2019-06-19 06:41:03.082,772,,01:58:00.750,0 arcsec,1667.0,,Dedispersed waterfall plots of Effelsberg bursts from Marcote et al. (2020),FRB  20180916B,Emily Petroff,79804,,,0.08192,,,65.42,Effelsberg,PSRIX,2020-08-12 09:18:41.000,65018,29.503125,65.71675277777778,130.21163030140505,3.5985199443091433
Other-,,,1.72,0.14,+65:43:00.31,0 arcsec,2019-06-19 03:31:05.976,348.76,0.1,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20190619G_atrep_79803_FRBCAT.png,Graphics,0.62,,0.5,0.04,,200.0,NE2001,FRBCAT,0.0337,140.0,FRB20180916B,2020-08-12 09:18:34.000,FRB 20190619G,144,1,2019-06-19 03:31:05.976,771,,01:58:00.750,0 arcsec,1667.0,,Dedispersed waterfall plots of Effelsberg bursts from Marcote et al. (2020),FRB  20180916B,Emily Petroff,79803,,,0.08192,,,9.78,Effelsberg,PSRIX,2020-08-12 09:18:34.000,65017,29.503125,65.71675277777778,130.21163030140505,3.5985199443091433
Other-,,,0.24,0.02,+65:43:00.31,0 arcsec,2019-06-19 02:40:12.635,348.76,0.1,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20190619F_atrep_79802_FRBCAT.png,Graphics,0.2,,0.66,0.05,,200.0,NE2001,FRBCAT,0.0337,140.0,FRB20180916B,2020-08-12 09:18:28.000,FRB 20190619F,144,1,2019-06-19 02:40:12.635,770,,01:58:00.750,0 arcsec,1667.0,,Dedispersed waterfall plots of Effelsberg bursts from Marcote et al. (2020),FRB  20180916B,Emily Petroff,79802,,,0.08192,,,9.61,Effelsberg,PSRIX,2020-08-12 09:18:28.000,65016,29.503125,65.71675277777778,130.21163030140505,3.5985199443091433
Other-,,,1.86,0.13,+65:43:00.31,0 arcsec,2019-06-19 02:18:26.206,348.76,0.1,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20190619E_atrep_79801_FRBCAT.png,Graphics,0.72,,0.74,0.08,,200.0,NE2001,FRBCAT,0.0337,140.0,FRB20180916B,2020-08-12 09:18:20.000,FRB 20190619E,144,1,2019-06-19 02:18:26.206,769,,01:58:00.750,0 arcsec,1667.0,,Dedispersed waterfall plots of Effelsberg bursts from Marcote et al. (2020),FRB  20180916B,Emily Petroff,79801,,,0.08192,,,9.87,Effelsberg,PSRIX,2020-08-12 09:18:20.000,65015,29.503125,65.71675277777778,130.21163030140505,3.5985199443091433
Other-,2019-06-14 01:13:02.010,,,,+73:42:24.26,0.40 arcsec,2019-06-14 01:13:02.010,959.2,5,,,0.63,0.07,124.0,14.0,,83.5,NE2001,VLA-realfast,,1024.0,19A-331.sb36775590.eb36779715.58647.98210152778.46.1_seg99-i58-dm206-dt0,,FRB 20190614D,1024,,2019-06-14 01:13:02.010,566,,04:20:18.125,0.80 arcsec,1400.0,,Detected in band from 1.3-1.5 GHz,,Casey Law,72243,,,5.0,,,8.3,VLA,WIDAR,2020-05-29 00:46:17.000,60777,65.07552083333333,73.70673888888889,137.05462251996016,16.285327683991266
Clear-,,,2.0,1.0,-79:23:51.30,0.30 arcsec,2019-06-11 05:45:43.299,321.4,0.2,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20190611B_atrep_79769_FRBCAT.png,Graphics,10.0,2.0,0.0,,0.93,57.83,NE2001,FRBCAT,0.378,336.0,FRB190611,2020-08-12 09:08:13.000,FRB 20190611B,366,4,2019-06-11 05:45:43.299,740,,21:22:58.910,0.90 arcsec,1320.0,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79769,0.0,4.0,1.26,0.18,0.02,9.3,ASKAP,Incoherent,2020-08-12 09:08:13.000,64986,320.7454583333333,-79.39758333333334,-45.91837880516789,-33.087157906415825
Clear-,,,,,+73:38:24.00,1.6166666666667 deg,2019-06-11 18:52:42.513,187.63,6.47,,,,,0.0,0.0,,88.35,NE2001,CHIMEFRB,,400.0,41358073,,FRB 20190611A,16384,,2019-06-11 18:52:42.513,480,https://www.chime-frb.ca/repeaters,04:05:31.200,31 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20180814A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",65030,,,0.98304,,,15.88,CHIME,FRB,2020-03-26 16:07:07.000,56378,61.38,73.64,136.33149504698477,15.510947077844522
Clear-,,,6.0,0.8,-07:53:53.60,0.04 arcsec,2019-06-08 22:48:12.883,338.7,0.5,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20190608B_atrep_79768_FRBCAT.png,Graphics,26.0,4.0,0.0,,0.91,37.2,NE2001,FRBCAT,0.1178,336.0,FRB190608,2020-08-12 09:08:11.000,FRB 20190608B,366,4,2019-06-08 22:48:12.883,739,,22:16:04.750,0.60 arcsec,1320.0,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79768,353.0,2.0,1.26,3.3,0.2,16.1,ASKAP,Incoherent,2020-08-12 09:08:10.000,64985,334.01979166666666,-7.898222222222222,53.22057365633696,-47.482708439015425
Clear-,,,,,+53:16:48.00,53 arcmin,2019-06-06 05:34:31.521,551.57,1.62,,,,,0.0,0.0,,31.65,NE2001,CHIMEFRB,,400.0,40949542,,FRB 20190606A,16384,,2019-06-06 05:34:31.521,47,https://www.chime-frb.ca/repeaters,14:35:36.000,31 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20190604A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",63364,,,0.98304,,,10.65,CHIME,FRB,2020-03-03 16:04:52.000,55122,218.9,53.28,95.64581958193673,58.05892530336295
Clear-,,,,,+65:43:48.00,58 arcmin,2019-06-05 17:02:31.036,349.38,12.94,,,,,0.0,0.0,,104.32,NE2001,CHIMEFRB,,400.0,40750656,,FRB 20190605B,16384,,2019-06-05 17:02:31.036,46,https://www.chime-frb.ca/repeaters,01:57:52.800,25 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20180916B,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",63363,,,0.98304,,,25.46,CHIME,FRB,2020-03-03 16:04:52.000,55121,29.47,65.73,130.1952325153284,3.608171023261908
Clear-,,,,,+65:43:12.00,1.0333333333333 deg,2019-06-05 16:56:04.898,352.61,3.23,,,,,0.0,0.0,,93.51,NE2001,CHIMEFRB,,400.0,40750224,,FRB 20190605A,16384,,2019-06-05 16:56:04.898,45,https://www.chime-frb.ca/repeaters,01:43:31.200,25 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20180916B,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",63362,,,0.98304,,,23.04,CHIME,FRB,2020-03-03 16:04:52.000,55120,25.88,65.72,128.75162796676207,3.289786889412645
Clear-,,,,,+65:43:48.00,50 arcmin,2019-06-04 17:11:39.872,352.61,3.23,,,,,0.0,0.0,,104.32,NE2001,CHIMEFRB,,400.0,40363754,,FRB 20190604F,16384,,2019-06-04 17:11:39.872,416,https://www.chime-frb.ca/repeaters,01:59:14.400,21 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20180916B,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",64394,,,0.98304,,,42.2,CHIME,FRB,2020-03-12 15:39:09.000,55884,29.81,65.73,130.3312147193639,3.641540148615017
Clear-,,,,,+65:43:48.00,1.2833333333333 deg,2019-06-04 17:11:39.793,347.76,1.62,,,,,0.0,0.0,,104.32,NE2001,CHIMEFRB,,400.0,40363753,,FRB 20190604B,16384,,2019-06-04 17:11:39.793,44,https://www.chime-experiment.ca,02:07:14.400,31 arcmin,600.0,,Data from the real-time pipeline L4 header,,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",63361,,,0.98304,,,13.53,CHIME,FRB,2020-03-03 16:04:52.000,55119,31.81,65.73,131.1274982728538,3.852229435448555
Clear-,,,,,+53:16:48.00,38 arcmin,2019-06-04 05:49:57.229,553.18,3.23,,,,,0.0,0.0,,31.65,NE2001,CHIMEFRB,,400.0,40227427,,FRB 20190604A,16384,,2019-06-04 05:49:57.229,43,https://www.chime-frb.ca/repeaters,14:35:00.000,21 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20190604A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",63360,,,0.98304,,,33.79,CHIME,FRB,2020-03-03 16:04:52.000,55118,218.75,53.28,95.76632293921277,58.12206332648816
Clear-,,,,,+65:43:48.00,1.2833333333333 deg,2019-06-03 17:09:23.395,347.76,1.62,,,,,0.0,0.0,,104.32,NE2001,CHIMEFRB,,400.0,40163166,,FRB 20190603A,16384,,2019-06-03 17:09:23.395,42,https://www.chime-frb.ca/repeaters,01:56:52.800,36 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20180916B,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",63359,,,0.98304,,,9.29,CHIME,FRB,2020-03-03 16:04:52.000,55117,29.22,65.73,130.09513754823138,3.584090560749469
Clear-,,,,,+63:22:48.00,1.1666666666667 deg,2019-05-27 20:39:41.689,449.66,3.23,,,,,0.0,0.0,,88.48,NE2001,CHIMEFRB,,400.0,39443954,,FRB 20190527B,16384,,2019-05-27 20:39:41.689,400,https://www.chime-frb.ca/repeaters,04:56:14.400,34 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20181128A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",64378,,,0.98304,,,9.4,CHIME,FRB,2020-03-12 15:38:26.000,55868,74.06,63.38,147.29257780452033,12.002902420918428
Other-,,,0.42,0.05,+72:28:11.00,1.80 arcsec,2019-05-23 06:05:55.815,760.8,0.6,https://wis-tns.weizmann.ac.il/system/files/uploaded/FRBCAT/tns_20190523A_atrep_79767_FRBCAT.png,Graphics,280.0,,0.0,,,37.0,NE2001,FRBCAT,0.66,152.6,FRB190523,2020-08-12 09:08:08.000,FRB 20190523A,1250,2,2019-05-23 06:05:55.815,738,,13:48:15.600,2.40 arcsec,1411.0,,Dedispersed waterfall plot. Frequency time spectrum below and dedispersed time series above.,,Emily Petroff,79767,,,0.131072,1.4,0.2,11.5,OVRO,DSA-10,2020-08-12 09:08:07.000,64984,207.065,72.46972222222223,118.53513391140608,44.11143327407657
Clear-,,,,,+65:43:48.00,1.0666666666667 deg,2019-05-19 18:10:50.138,346.14,3.23,,,,,0.0,0.0,,104.32,NE2001,CHIMEFRB,,400.0,39278417,,FRB 20190519C,16384,,2019-05-19 18:10:50.138,41,https://www.chime-frb.ca/repeaters,01:59:21.600,28 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20180916B,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",63358,,,0.98304,,,16.41,CHIME,FRB,2020-03-03 16:04:52.000,55116,29.84,65.73,130.34320491318059,3.644518741929907
Clear-,,,,,+65:44:24.00,58 arcmin,2019-05-19 18:09:01.516,349.38,12.94,,,,,0.0,0.0,,104.32,NE2001,CHIMEFRB,,400.0,39278375,,FRB 20190519B,16384,,2019-05-19 18:09:01.516,40,https://www.chime-frb.ca/repeaters,01:57:33.600,25 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20180916B,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",63357,,,0.98304,,,21.67,CHIME,FRB,2020-03-03 16:03:59.000,55115,29.39,65.74,130.1608571732648,3.610143148981827
Clear-,,,,,+65:43:48.00,1.1 deg,2019-05-19 17:50:25.679,351.0,1.62,,,,,0.0,0.0,,93.51,NE2001,CHIMEFRB,,400.0,39275710,,FRB 20190519A,16384,,2019-05-19 17:50:25.679,39,https://www.chime-frb.ca/repeaters,01:42:60.000,26 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20180916B,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",63356,,,0.98304,,,18.81,CHIME,FRB,2020-03-03 16:03:59.000,55114,25.75,65.73,128.69716583064172,3.289955882550158
Clear-,,,,,+65:43:48.00,1.2333333333333 deg,2019-05-18 18:13:42.635,351.0,1.62,,,,,0.0,0.0,,104.32,NE2001,CHIMEFRB,,400.0,39150325,,FRB 20190518A,16384,,2019-05-18 18:13:42.635,38,https://www.chime-frb.ca/repeaters,01:58:19.200,34 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20180916B,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",63355,,,0.98304,,,9.28,CHIME,FRB,2020-03-03 16:03:59.000,55113,29.58,65.73,130.23924542998236,3.6188888012360887
Clear-,,,,,+73:39:00.00,1.9333333333333 deg,2019-05-17 20:33:36.995,187.63,6.47,,,,,0.0,0.0,,105.7,NE2001,CHIMEFRB,,400.0,39054070,,FRB 20190517B,16384,,2019-05-17 20:33:36.995,383,https://www.chime-frb.ca/repeaters,04:19:48.000,35 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20180814A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",64361,,,0.98304,,,9.59,CHIME,FRB,2020-03-12 15:36:57.000,55851,64.95,73.65,137.07162332176085,16.220541607100895
Clear-,,,,,+81:25:12.00,3.5 deg,2019-05-16 10:35:47.282,302.47,1.62,,,,,0.0,0.0,,52.72,NE2001,CHIMEFRB,,400.0,38833513,,FRB 20190516A,16384,,2019-05-16 10:35:47.282,37,https://www.chime-frb.ca/repeaters,18:25:50.400,14 arcmin,600.0,,Data from the real-time pipeline L4 header,FRB  20190212A,"A. V. Zwaniga, V. M. Kaspi (McGill University), on behalf of the CHIME/FRB Collaboration",63354,,,0.98304,,,10.53,CHIME,FRB,2020-03-03 16:03:59.000,55112,276.46,81.42,114.29691927492209,27.94053995403255
